episode,scenario_id,scenario_type,epsilon,episode_reward,episode_length,done_reason,success
11151,15,key,0.05,87.2,196,goal,1
11152,13,traps,0.05,145.5,15,goal,1
11153,9,traps,0.05,144.9,17,goal,1
11154,21,key,0.05,138.5,105,goal,1
11155,19,key,0.05,127.7,51,goal,1
11156,4,maze,0.05,142.0,20,goal2,1
11157,11,traps,0.05,137.7,41,goal,1
11158,21,key,0.05,143.5,75,goal,1
11159,3,maze,0.05,146.1,13,goal2,1
11160,11,traps,0.05,148.2,6,goal,1
11161,16,key,0.05,81.8,174,goal,1
11162,6,maze,0.05,146.4,12,goal2,1
11163,15,key,0.05,49.2,316,goal,1
11164,14,key,0.05,64.7,251,goal,1
11165,12,traps,0.05,145.5,15,goal,1
11166,15,key,0.05,102.4,192,goal,1
11167,8,traps,0.05,147.0,10,goal,1
11168,18,key,0.05,163.7,21,goal,1
11169,19,key,0.05,-147.0,450,timeout,0
11170,13,traps,0.05,146.1,13,goal,1
11171,2,maze,0.05,145.8,14,goal,1
11172,13,traps,0.05,111.8,44,goal,1
11173,11,traps,0.05,147.6,8,goal,1
11174,19,key,0.05,-61.2,444,goal,1
11175,5,maze,0.05,145.8,14,goal2,1
11176,13,traps,0.05,146.1,13,goal,1
11177,20,key,0.05,142.6,58,goal,1
11178,13,traps,0.05,140.3,19,goal,1
11179,2,maze,0.05,145.8,14,goal,1
11180,1,maze,0.05,144.9,17,goal2,1
11181,16,key,0.05,113.9,117,goal,1
11182,10,traps,0.05,146.1,13,goal,1
11183,14,key,0.05,122.6,78,goal,1
11184,21,key,0.05,-165.0,450,timeout,0
11185,7,traps,0.05,145.5,15,goal,1
11186,20,key,0.05,166.4,12,goal,1
11187,21,key,0.05,144.7,71,goal,1
11188,4,maze,0.05,145.2,16,goal2,1
11189,15,key,0.05,-0.6,402,goal,1
11190,16,key,0.05,-177.0,450,timeout,0
11191,20,key,0.05,165.5,15,goal,1
11192,20,key,0.05,149.8,54,goal,1
11193,16,key,0.05,71.2,216,goal,1
11194,2,maze,0.05,146.1,13,goal,1
11195,9,traps,0.05,143.1,23,goal,1
11196,14,key,0.05,126.0,120,goal,1
11197,13,traps,0.05,144.0,20,goal,1
11198,2,maze,0.05,146.4,12,goal2,1
11199,15,key,0.05,65.9,227,goal,1
11200,9,traps,0.05,141.7,21,goal,1
11201,4,maze,0.05,145.5,15,goal2,1
11202,4,maze,0.05,139.7,21,goal2,1
11203,21,key,0.05,104.2,96,goal,1
11204,9,traps,0.05,149.4,2,goal,1
11205,7,traps,0.05,142.6,18,goal,1
11206,16,key,0.05,96.9,137,goal,1
11207,13,traps,0.05,-163.0,450,timeout,0
11208,9,traps,0.05,147.6,8,goal,1
11209,18,key,0.05,112.5,125,goal,1
11210,1,maze,0.05,144.9,17,goal,1
11211,17,key,0.05,-199.0,450,timeout,0
11212,2,maze,0.05,146.1,13,goal,1
11213,1,maze,0.05,144.6,18,goal,1
11214,16,key,0.05,33.1,263,goal,1
11215,3,maze,0.05,145.5,15,goal2,1
11216,16,key,0.05,38.7,311,goal,1
11217,13,traps,0.05,143.7,21,goal,1
11218,13,traps,0.05,-104.7,369,goal,1
11219,3,maze,0.05,145.8,14,goal2,1
11220,14,key,0.05,86.2,166,goal,1
11221,21,key,0.05,141.5,75,goal,1
11222,18,key,0.05,160.7,31,goal,1
11223,8,traps,0.05,144.9,17,goal,1
11224,11,traps,0.05,138.7,31,goal,1
11225,8,traps,0.05,141.5,15,goal,1
11226,18,key,0.05,129.8,94,goal,1
11227,2,maze,0.05,141.8,14,goal2,1
11228,16,key,0.05,30.6,318,goal,1
11229,0,maze,0.05,145.8,14,goal,1
11230,3,maze,0.05,144.9,17,goal2,1
11231,21,key,0.05,37.3,379,goal,1
11232,14,key,0.05,70.9,217,goal,1
11233,5,maze,0.05,145.2,16,goal2,1
11234,5,maze,0.05,143.4,22,goal2,1
11235,12,traps,0.05,103.1,123,goal,1
11236,1,maze,0.05,145.8,14,goal2,1
11237,2,maze,0.05,145.5,15,goal,1
11238,13,traps,0.05,128.7,51,goal,1
11239,9,traps,0.05,147.6,8,goal,1
11240,10,traps,0.05,116.6,28,goal,1
11241,18,key,0.05,142.0,80,goal,1
11242,14,key,0.05,103.6,148,goal,1
11243,21,key,0.05,121.8,114,goal,1
11244,14,key,0.05,145.8,54,goal,1
11245,19,key,0.05,166.7,11,goal,1
11246,8,traps,0.05,147.3,9,goal,1
11247,10,traps,0.05,89.0,30,goal,1
11248,5,maze,0.05,141.2,16,goal2,1
11249,6,maze,0.05,144.6,18,goal,1
11250,5,maze,0.05,146.1,13,goal,1
11251,2,maze,0.05,143.8,14,goal2,1
11252,19,key,0.05,44.5,265,goal,1
11253,8,traps,0.05,145.2,16,goal,1
11254,21,key,0.05,99.7,151,goal,1
11255,3,maze,0.05,146.1,13,goal,1
11256,13,traps,0.05,136.4,32,goal,1
11257,17,key,0.05,-181.0,450,timeout,0
11258,0,maze,0.05,145.2,16,goal,1
11259,0,maze,0.05,143.7,21,goal,1
11260,12,traps,0.05,142.5,25,goal,1
11261,3,maze,0.05,145.8,14,goal,1
11262,0,maze,0.05,142.0,20,goal,1
11263,5,maze,0.05,145.5,15,goal2,1
11264,20,key,0.05,162.6,18,goal,1
11265,15,key,0.05,99.3,169,goal,1
11266,14,key,0.05,111.6,128,goal,1
11267,12,traps,0.05,131.6,48,goal,1
11268,21,key,0.05,43.1,263,goal,1
11269,19,key,0.05,111.9,127,goal,1
11270,15,key,0.05,-153.0,450,timeout,0
11271,9,traps,0.05,149.1,3,goal,1
11272,19,key,0.05,127.3,59,goal,1
11273,19,key,0.05,104.2,186,goal,1
11274,11,traps,0.05,142.0,20,goal,1
11275,21,key,0.05,145.1,83,goal,1
11276,21,key,0.05,154.5,45,goal,1
11277,12,traps,0.05,148.8,4,goal,1
11278,9,traps,0.05,145.5,15,goal,1
11279,2,maze,0.05,141.5,15,goal,1
11280,4,maze,0.05,144.3,19,goal2,1
11281,4,maze,0.05,144.3,19,goal2,1
11282,0,maze,0.05,146.4,12,goal2,1
11283,6,maze,0.05,145.8,14,goal2,1
11284,3,maze,0.05,145.5,15,goal2,1
11285,0,maze,0.05,143.5,15,goal,1
11286,6,maze,0.05,142.6,18,goal,1
11287,0,maze,0.05,145.2,16,goal,1
11288,6,maze,0.05,146.1,13,goal2,1
11289,15,key,0.05,-197.0,450,timeout,0
11290,20,key,0.05,40.6,248,goal,1
11291,4,maze,0.05,145.2,16,goal2,1
11292,20,key,0.05,167.0,10,goal,1
11293,7,traps,0.05,148.2,6,goal,1
11294,13,traps,0.05,141.6,28,goal,1
11295,20,key,0.05,167.0,10,goal,1
11296,17,key,0.05,73.0,230,goal,1
11297,6,maze,0.05,145.2,16,goal,1
11298,2,maze,0.05,146.4,12,goal2,1
11299,9,traps,0.05,143.4,22,goal,1
11300,14,key,0.05,145.4,62,goal,1
11301,4,maze,0.05,145.8,14,goal2,1
11302,15,key,0.05,78.4,212,goal,1
11303,13,traps,0.05,140.7,31,goal,1
11304,0,maze,0.05,146.1,13,goal,1
11305,3,maze,0.05,143.2,16,goal2,1
11306,5,maze,0.05,146.4,12,goal2,1
11307,4,maze,0.05,144.9,17,goal2,1
11308,14,key,0.05,91.7,161,goal,1
11309,15,key,0.05,83.7,201,goal,1
11310,15,key,0.05,128.4,132,goal,1
11311,0,maze,0.05,144.9,17,goal,1
11312,14,key,0.05,112.8,144,goal,1
11313,18,key,0.05,89.7,81,goal,1
11314,7,traps,0.05,145.2,16,goal,1
11315,6,maze,0.05,140.8,24,goal2,1
11316,9,traps,0.05,140.8,24,goal,1
11317,18,key,0.05,149.7,41,goal,1
11318,12,traps,0.05,139.5,35,goal,1
11319,1,maze,0.05,141.4,22,goal,1
11320,10,traps,0.05,144.6,18,goal,1
11321,0,maze,0.05,145.8,14,goal2,1
11322,3,maze,0.05,144.1,13,goal,1
11323,20,key,0.05,140.2,16,goal,1
11324,13,traps,0.05,142.0,20,goal,1
11325,13,traps,0.05,141.7,21,goal,1
11326,15,key,0.05,59.3,229,goal,1
11327,18,key,0.05,129.6,108,goal,1
11328,19,key,0.05,165.5,15,goal,1
11329,17,key,0.05,-187.0,450,timeout,0
11330,9,traps,0.05,142.6,18,goal,1
11331,1,maze,0.05,144.1,13,goal2,1
11332,15,key,0.05,95.5,175,goal,1
11333,12,traps,0.05,139.2,36,goal,1
11334,15,key,0.05,81.1,183,goal,1
11335,16,key,0.05,66.7,231,goal,1
11336,18,key,0.05,160.8,24,goal,1
11337,19,key,0.05,150.1,33,goal,1
11338,21,key,0.05,-183.0,450,timeout,0
11339,15,key,0.05,109.7,141,goal,1
11340,7,traps,0.05,116.7,21,goal,1
11341,1,maze,0.05,145.2,16,goal2,1
11342,16,key,0.05,27.4,322,goal,1
11343,0,maze,0.05,139.9,27,goal,1
11344,13,traps,0.05,147.0,10,goal,1
11345,18,key,0.05,164.6,18,goal,1
11346,10,traps,0.05,140.2,26,goal,1
11347,17,key,0.05,-23.0,410,goal,1
11348,2,maze,0.05,146.4,12,goal2,1
11349,8,traps,0.05,149.4,2,goal,1
11350,20,key,0.05,165.2,16,goal,1
11351,13,traps,0.05,10.9,327,goal,1
11352,15,key,0.05,-173.0,450,timeout,0
11353,3,maze,0.05,146.4,12,goal,1
11354,15,key,0.05,19.8,354,goal,1
11355,19,key,0.05,159.0,30,goal,1
11356,20,key,0.05,142.8,64,goal,1
11357,11,traps,0.05,144.0,20,goal,1
11358,14,key,0.05,105.7,161,goal,1
11359,13,traps,0.05,143.1,23,goal,1
11360,0,maze,0.05,146.4,12,goal2,1
11361,5,maze,0.05,144.1,13,goal,1
11362,9,traps,0.05,146.7,11,goal,1
11363,6,maze,0.05,145.2,16,goal2,1
11364,15,key,0.05,-189.0,450,timeout,0
11365,11,traps,0.05,143.1,23,goal,1
11366,14,key,0.05,94.1,193,goal,1
11367,7,traps,0.05,149.1,3,goal,1
11368,16,key,0.05,141.6,68,goal,1
11369,7,traps,0.05,139.2,36,goal,1
11370,18,key,0.05,162.8,24,goal,1
11371,21,key,0.05,136.3,79,goal,1
11372,10,traps,0.05,146.4,12,goal,1
11373,19,key,0.05,166.1,13,goal,1
11374,21,key,0.05,110.8,144,goal,1
11375,14,key,0.05,123.1,123,goal,1
11376,4,maze,0.05,141.7,21,goal2,1
11377,9,traps,0.05,140.6,18,goal,1
11378,12,traps,0.05,145.9,7,goal,1
11379,13,traps,0.05,142.3,19,goal,1
11380,21,key,0.05,111.0,150,goal,1
11381,20,key,0.05,161.5,15,goal,1
11382,11,traps,0.05,110.3,29,goal,1
11383,15,key,0.05,121.7,141,goal,1
11384,5,maze,0.05,146.4,12,goal,1
11385,19,key,0.05,164.9,17,goal,1
11386,6,maze,0.05,144.0,20,goal2,1
11387,9,traps,0.05,138.6,38,goal,1
11388,2,maze,0.05,143.5,15,goal,1
11389,21,key,0.05,155.3,49,goal,1
11390,15,key,0.05,115.8,154,goal,1
11391,4,maze,0.05,144.0,20,goal2,1
11392,5,maze,0.05,143.4,22,goal2,1
11393,6,maze,0.05,144.9,17,goal,1
11394,5,maze,0.05,143.5,15,goal2,1
11395,19,key,0.05,79.7,201,goal,1
11396,15,key,0.05,97.9,167,goal,1
11397,3,maze,0.05,143.8,14,goal2,1
11398,13,traps,0.05,-184.0,450,timeout,0
11399,15,key,0.05,7.6,368,goal,1
11400,9,traps,0.05,149.4,2,goal,1
11401,7,traps,0.05,139.2,36,goal,1
11402,6,maze,0.05,144.6,18,goal,1
11403,17,key,0.05,-189.0,450,timeout,0
11404,1,maze,0.05,144.3,19,goal,1
11405,0,maze,0.05,143.7,21,goal,1
11406,11,traps,0.05,145.2,16,goal,1
11407,8,traps,0.05,144.1,13,goal,1
11408,11,traps,0.05,144.0,20,goal,1
11409,21,key,0.05,157.7,41,goal,1
11410,5,maze,0.05,143.8,14,goal,1
11411,5,maze,0.05,143.8,14,goal,1
11412,16,key,0.05,145.0,70,goal,1
11413,1,maze,0.05,144.9,17,goal,1
11414,2,maze,0.05,146.4,12,goal,1
11415,10,traps,0.05,117.8,24,goal,1
11416,13,traps,0.05,141.6,28,goal,1
11417,3,maze,0.05,143.8,14,goal,1
11418,19,key,0.05,-2.2,334,goal,1
11419,7,traps,0.05,148.8,4,goal,1
11420,3,maze,0.05,146.1,13,goal2,1
11421,17,key,0.05,-141.0,450,timeout,0
11422,7,traps,0.05,145.5,15,goal,1
11423,15,key,0.05,71.4,242,goal,1
11424,8,traps,0.05,145.0,10,goal,1
11425,10,traps,0.05,116.6,28,goal,1
11426,11,traps,0.05,146.4,12,goal,1
11427,1,maze,0.05,145.5,15,goal2,1
11428,17,key,0.05,29.0,310,goal,1
11429,8,traps,0.05,148.2,6,goal,1
11430,4,maze,0.05,143.2,16,goal2,1
11431,16,key,0.05,110.5,145,goal,1
11432,19,key,0.05,113.2,136,goal,1
11433,21,key,0.05,150.5,65,goal,1
11434,3,maze,0.05,146.4,12,goal,1
11435,1,maze,0.05,143.5,15,goal2,1
11436,14,key,0.05,145.8,54,goal,1
11437,14,key,0.05,150.6,38,goal,1
11438,3,maze,0.05,144.9,17,goal2,1
11439,3,maze,0.05,143.2,16,goal2,1
11440,19,key,0.05,143.9,67,goal,1
11441,19,key,0.05,149.1,63,goal,1
11442,3,maze,0.05,142.2,26,goal,1
11443,17,key,0.05,-217.0,450,timeout,0
11444,1,maze,0.05,144.3,19,goal,1
11445,16,key,0.05,150.5,65,goal,1
11446,3,maze,0.05,145.5,15,goal,1
11447,5,maze,0.05,145.8,14,goal2,1
11448,20,key,0.05,166.7,11,goal,1
11449,3,maze,0.05,142.8,24,goal,1
11450,6,maze,0.05,145.5,15,goal2,1
11451,11,traps,0.05,142.8,24,goal,1
11452,5,maze,0.05,144.1,13,goal,1
11453,9,traps,0.05,144.0,20,goal,1
11454,14,key,0.05,66.9,217,goal,1
11455,16,key,0.05,-215.0,450,timeout,0
11456,15,key,0.05,123.0,110,goal,1
11457,3,maze,0.05,145.2,16,goal,1
11458,4,maze,0.05,145.2,16,goal2,1
11459,20,key,0.05,149.4,42,goal,1
11460,11,traps,0.05,145.8,14,goal,1
11461,10,traps,0.05,144.3,19,goal,1
11462,4,maze,0.05,143.7,21,goal2,1
11463,3,maze,0.05,138.2,26,goal,1
11464,6,maze,0.05,144.0,20,goal2,1
11465,14,key,0.05,116.3,119,goal,1
11466,13,traps,0.05,-153.0,450,timeout,0
11467,0,maze,0.05,146.1,13,goal,1
11468,7,traps,0.05,144.9,17,goal,1
11469,15,key,0.05,-151.0,450,timeout,0
11470,10,traps,0.05,141.3,29,goal,1
11471,9,traps,0.05,128.9,57,goal,1
11472,16,key,0.05,-181.0,450,timeout,0
11473,5,maze,0.05,143.8,14,goal,1
11474,2,maze,0.05,145.8,14,goal2,1
11475,8,traps,0.05,147.0,10,goal,1
11476,11,traps,0.05,142.8,24,goal,1
11477,13,traps,0.05,145.5,15,goal,1
11478,11,traps,0.05,144.9,17,goal,1
11479,20,key,0.05,158.4,32,goal,1
11480,21,key,0.05,137.1,103,goal,1
11481,7,traps,0.05,145.8,14,goal,1
11482,4,maze,0.05,144.3,19,goal2,1
11483,16,key,0.05,95.6,148,goal,1
11484,13,traps,0.05,-161.0,450,timeout,0
11485,7,traps,0.05,146.4,12,goal,1
11486,4,maze,0.05,144.9,17,goal2,1
11487,13,traps,0.05,141.9,27,goal,1
11488,13,traps,0.05,143.7,21,goal,1
11489,13,traps,0.05,147.0,10,goal,1
11490,14,key,0.05,74.7,191,goal,1
11491,16,key,0.05,106.5,125,goal,1
11492,21,key,0.05,152.6,58,goal,1
11493,11,traps,0.05,143.5,15,goal,1
11494,0,maze,0.05,138.5,25,goal,1
11495,14,key,0.05,130.4,92,goal,1
11496,4,maze,0.05,144.6,18,goal2,1
11497,0,maze,0.05,143.5,15,goal,1
11498,16,key,0.05,135.1,83,goal,1
11499,2,maze,0.05,146.4,12,goal2,1
11500,2,maze,0.05,146.4,12,goal2,1
11501,10,traps,0.05,140.5,25,goal,1
11502,10,traps,0.05,143.7,21,goal,1
11503,12,traps,0.05,144.3,19,goal,1
11504,5,maze,0.05,146.4,12,goal2,1
11505,13,traps,0.05,144.9,17,goal,1
11506,1,maze,0.05,144.3,19,goal2,1
11507,12,traps,0.05,145.6,8,goal,1
11508,1,maze,0.05,141.1,23,goal,1
11509,21,key,0.05,145.3,69,goal,1
11510,20,key,0.05,89.9,67,goal,1
11511,4,maze,0.05,145.2,16,goal2,1
11512,18,key,0.05,163.7,21,goal,1
11513,1,maze,0.05,144.3,19,goal,1
11514,20,key,0.05,119.5,45,goal,1
11515,21,key,0.05,162.2,26,goal,1
11516,16,key,0.05,137.2,76,goal,1
11517,9,traps,0.05,140.5,25,goal,1
11518,13,traps,0.05,142.6,18,goal,1
11519,12,traps,0.05,142.2,26,goal,1
11520,21,key,0.05,103.7,181,goal,1
11521,17,key,0.05,-187.0,450,timeout,0
11522,9,traps,0.05,146.1,13,goal,1
11523,10,traps,0.05,134.9,37,goal,1
11524,11,traps,0.05,139.5,35,goal,1
11525,0,maze,0.05,145.2,16,goal,1
11526,8,traps,0.05,146.4,12,goal,1
11527,16,key,0.05,146.0,80,goal,1
11528,19,key,0.05,166.7,11,goal,1
11529,4,maze,0.05,143.5,15,goal2,1
11530,12,traps,0.05,111.2,96,goal,1
11531,14,key,0.05,153.2,56,goal,1
11532,20,key,0.05,161.9,27,goal,1
11533,6,maze,0.05,144.3,19,goal2,1
11534,17,key,0.05,66.7,231,goal,1
11535,19,key,0.05,163.1,23,goal,1
11536,19,key,0.05,164.3,19,goal,1
11537,20,key,0.05,106.7,191,goal,1
11538,14,key,0.05,71.9,207,goal,1
11539,11,traps,0.05,143.4,22,goal,1
11540,20,key,0.05,152.0,40,goal,1
11541,12,traps,0.05,135.3,29,goal,1
11542,6,maze,0.05,144.3,19,goal2,1
11543,9,traps,0.05,146.4,12,goal,1
11544,2,maze,0.05,146.4,12,goal,1
11545,1,maze,0.05,144.9,17,goal2,1
11546,17,key,0.05,-195.0,450,timeout,0
11547,10,traps,0.05,143.4,22,goal,1
11548,12,traps,0.05,142.8,24,goal,1
11549,4,maze,0.05,145.2,16,goal2,1
11550,16,key,0.05,-219.0,450,timeout,0
11551,17,key,0.05,36.7,291,goal,1
11552,9,traps,0.05,146.5,5,goal,1
11553,6,maze,0.05,145.8,14,goal2,1
11554,2,maze,0.05,146.4,12,goal2,1
11555,16,key,0.05,104.6,138,goal,1
11556,17,key,0.05,77.0,190,goal,1
11557,9,traps,0.05,147.3,9,goal,1
11558,16,key,0.05,128.7,91,goal,1
11559,10,traps,0.05,148.8,4,goal,1
11560,20,key,0.05,163.2,16,goal,1
11561,5,maze,0.05,146.1,13,goal2,1
11562,0,maze,0.05,143.7,21,goal,1
11563,0,maze,0.05,143.8,14,goal2,1
11564,17,key,0.05,-179.0,450,timeout,0
11565,18,key,0.05,159.9,27,goal,1
11566,8,traps,0.05,145.5,15,goal,1
11567,7,traps,0.05,144.3,19,goal,1
11568,9,traps,0.05,138.2,26,goal,1
11569,13,traps,0.05,99.7,71,goal,1
11570,16,key,0.05,136.3,79,goal,1
11571,3,maze,0.05,145.8,14,goal2,1
11572,1,maze,0.05,145.5,15,goal2,1
11573,11,traps,0.05,141.0,30,goal,1
11574,8,traps,0.05,148.8,4,goal,1
11575,20,key,0.05,164.0,20,goal,1
11576,16,key,0.05,141.7,61,goal,1
11577,11,traps,0.05,146.7,11,goal,1
11578,3,maze,0.05,146.1,13,goal,1
11579,1,maze,0.05,146.1,13,goal2,1
11580,20,key,0.05,18.0,260,goal,1
11581,3,maze,0.05,146.1,13,goal2,1
11582,14,key,0.05,137.1,63,goal,1
11583,9,traps,0.05,145.8,14,goal,1
11584,18,key,0.05,156.9,37,goal,1
11585,0,maze,0.05,145.2,16,goal,1
11586,14,key,0.05,80.1,193,goal,1
11587,10,traps,0.05,143.4,22,goal,1
11588,7,traps,0.05,142.5,25,goal,1
11589,18,key,0.05,128.6,98,goal,1
11590,18,key,0.05,155.0,50,goal,1
11591,20,key,0.05,96.9,177,goal,1
11592,21,key,0.05,104.4,122,goal,1
11593,17,key,0.05,-4.0,420,goal,1
11594,19,key,0.05,154.7,51,goal,1
11595,7,traps,0.05,143.4,22,goal,1
11596,11,traps,0.05,143.7,21,goal,1
11597,9,traps,0.05,144.3,19,goal,1
11598,9,traps,0.05,143.4,22,goal,1
11599,21,key,0.05,156.2,46,goal,1
11600,18,key,0.05,162.0,20,goal,1
11601,21,key,0.05,161.3,29,goal,1
11602,4,maze,0.05,144.6,18,goal2,1
11603,12,traps,0.05,147.6,8,goal,1
11604,16,key,0.05,155.9,47,goal,1
11605,7,traps,0.05,143.7,21,goal,1
11606,3,maze,0.05,146.1,13,goal2,1
11607,10,traps,0.05,146.4,12,goal,1
11608,16,key,0.05,132.4,72,goal,1
11609,18,key,0.05,162.0,20,goal,1
11610,6,maze,0.05,142.0,20,goal2,1
11611,11,traps,0.05,146.7,11,goal,1
11612,14,key,0.05,136.6,98,goal,1
11613,3,maze,0.05,145.5,15,goal,1
11614,4,maze,0.05,145.5,15,goal2,1
11615,13,traps,0.05,144.9,17,goal,1
11616,13,traps,0.05,140.8,24,goal,1
11617,2,maze,0.05,146.4,12,goal2,1
11618,2,maze,0.05,145.5,15,goal2,1
11619,1,maze,0.05,144.3,19,goal,1
11620,13,traps,0.05,149.1,3,goal,1
11621,4,maze,0.05,144.6,18,goal2,1
11622,15,key,0.05,87.9,187,goal,1
11623,6,maze,0.05,144.6,18,goal2,1
11624,14,key,0.05,120.7,111,goal,1
11625,2,maze,0.05,146.1,13,goal,1
11626,11,traps,0.05,142.5,25,goal,1
11627,21,key,0.05,126.5,125,goal,1
11628,16,key,0.05,-197.0,450,timeout,0
11629,12,traps,0.05,132.1,53,goal,1
11630,18,key,0.05,163.4,22,goal,1
11631,17,key,0.05,59.0,290,goal,1
11632,16,key,0.05,91.3,149,goal,1
11633,12,traps,0.05,112.6,28,goal,1
11634,8,traps,0.05,145.5,15,goal,1
11635,18,key,0.05,135.8,24,goal,1
11636,15,key,0.05,73.4,222,goal,1
11637,20,key,0.05,152.1,53,goal,1
11638,13,traps,0.05,148.5,5,goal,1
11639,14,key,0.05,123.1,103,goal,1
11640,15,key,0.05,90.9,217,goal,1
11641,13,traps,0.05,143.5,15,goal,1
11642,5,maze,0.05,146.4,12,goal2,1
11643,4,maze,0.05,145.5,15,goal2,1
11644,16,key,0.05,98.7,171,goal,1
11645,4,maze,0.05,145.2,16,goal2,1
11646,15,key,0.05,97.6,168,goal,1
11647,14,key,0.05,78.6,238,goal,1
11648,4,maze,0.05,145.2,16,goal2,1
11649,16,key,0.05,97.5,155,goal,1
11650,16,key,0.05,34.8,304,goal,1
11651,3,maze,0.05,142.6,18,goal,1
11652,6,maze,0.05,144.9,17,goal,1
11653,14,key,0.05,150.3,59,goal,1
11654,15,key,0.05,75.6,248,goal,1
11655,1,maze,0.05,144.9,17,goal,1
11656,5,maze,0.05,145.5,15,goal2,1
11657,17,key,0.05,57.5,255,goal,1
11658,11,traps,0.05,144.1,13,goal,1
11659,3,maze,0.05,145.8,14,goal,1
11660,19,key,0.05,160.8,24,goal,1
11661,13,traps,0.05,143.4,22,goal,1
11662,3,maze,0.05,140.6,18,goal2,1
11663,3,maze,0.05,142.9,17,goal,1
11664,11,traps,0.05,138.6,38,goal,1
11665,18,key,0.05,138.6,78,goal,1
11666,9,traps,0.05,143.4,22,goal,1
11667,1,maze,0.05,142.3,19,goal,1
11668,16,key,0.05,130.9,97,goal,1
11669,4,maze,0.05,144.0,20,goal2,1
11670,3,maze,0.05,146.1,13,goal2,1
11671,11,traps,0.05,140.7,31,goal,1
11672,9,traps,0.05,141.1,23,goal,1
11673,11,traps,0.05,140.4,32,goal,1
11674,9,traps,0.05,145.2,16,goal,1
11675,9,traps,0.05,146.7,11,goal,1
11676,15,key,0.05,-175.0,450,timeout,0
11677,0,maze,0.05,146.1,13,goal,1
11678,4,maze,0.05,144.0,20,goal2,1
11679,4,maze,0.05,143.7,21,goal2,1
11680,18,key,0.05,143.4,82,goal,1
11681,13,traps,0.05,141.3,29,goal,1
11682,1,maze,0.05,141.4,22,goal,1
11683,9,traps,0.05,131.5,55,goal,1
11684,9,traps,0.05,146.4,12,goal,1
11685,6,maze,0.05,142.9,17,goal2,1
11686,5,maze,0.05,146.4,12,goal2,1
11687,15,key,0.05,54.7,291,goal,1
11688,0,maze,0.05,138.5,25,goal,1
11689,3,maze,0.05,146.1,13,goal,1
11690,17,key,0.05,-179.0,450,timeout,0
11691,11,traps,0.05,147.6,8,goal,1
11692,2,maze,0.05,143.8,14,goal,1
11693,1,maze,0.05,145.8,14,goal2,1
11694,13,traps,0.05,141.4,22,goal,1
11695,15,key,0.05,66.9,277,goal,1
11696,18,key,0.05,155.9,47,goal,1
11697,9,traps,0.05,145.8,14,goal,1
11698,18,key,0.05,161.9,27,goal,1
11699,14,key,0.05,119.8,114,goal,1
11700,10,traps,0.05,141.3,29,goal,1
11701,12,traps,0.05,142.3,19,goal,1
11702,15,key,0.05,119.7,121,goal,1
11703,19,key,0.05,158.5,25,goal,1
11704,4,maze,0.05,143.4,22,goal2,1
11705,4,maze,0.05,141.7,21,goal2,1
11706,16,key,0.05,135.7,81,goal,1
11707,20,key,0.05,165.5,15,goal,1
11708,14,key,0.05,143.0,70,goal,1
11709,14,key,0.05,159.2,36,goal,1
11710,21,key,0.05,150.6,58,goal,1
11711,14,key,0.05,87.2,176,goal,1
11712,4,maze,0.05,144.6,18,goal2,1
11713,10,traps,0.05,143.8,14,goal,1
11714,2,maze,0.05,145.8,14,goal,1
11715,19,key,0.05,94.3,109,goal,1
11716,21,key,0.05,106.1,133,goal,1
11717,19,key,0.05,124.2,126,goal,1
11718,13,traps,0.05,141.4,22,goal,1
11719,12,traps,0.05,148.8,4,goal,1
11720,7,traps,0.05,149.4,2,goal,1
11721,12,traps,0.05,113.8,24,goal,1
11722,10,traps,0.05,142.9,17,goal,1
11723,17,key,0.05,21.3,409,goal,1
11724,1,maze,0.05,145.8,14,goal2,1
11725,21,key,0.05,157.8,34,goal,1
11726,14,key,0.05,141.3,89,goal,1
11727,8,traps,0.05,144.3,19,goal,1
11728,20,key,0.05,145.2,56,goal,1
11729,2,maze,0.05,143.2,16,goal,1
11730,5,maze,0.05,146.1,13,goal,1
11731,0,maze,0.05,144.9,17,goal,1
11732,18,key,0.05,140.6,58,goal,1
11733,20,key,0.05,162.8,24,goal,1
11734,9,traps,0.05,143.2,16,goal,1
11735,17,key,0.05,33.6,308,goal,1
11736,20,key,0.05,110.9,107,goal,1
11737,3,maze,0.05,145.5,15,goal,1
11738,20,key,0.05,141.7,61,goal,1
11739,17,key,0.05,58.3,219,goal,1
11740,2,maze,0.05,146.4,12,goal2,1
11741,6,maze,0.05,141.7,21,goal2,1
11742,19,key,0.05,95.4,202,goal,1
11743,17,key,0.05,-13.3,391,goal,1
11744,18,key,0.05,164.6,18,goal,1
11745,1,maze,0.05,142.6,18,goal2,1
11746,18,key,0.05,164.3,19,goal,1
11747,16,key,0.05,120.2,126,goal,1
11748,6,maze,0.05,142.8,24,goal2,1
11749,15,key,0.05,27.5,375,goal,1
11750,16,key,0.05,78.7,211,goal,1
11751,0,maze,0.05,143.7,21,goal,1
11752,3,maze,0.05,145.2,16,goal2,1
11753,21,key,0.05,108.2,96,goal,1
11754,17,key,0.05,95.6,168,goal,1
11755,5,maze,0.05,146.1,13,goal2,1
11756,0,maze,0.05,142.2,26,goal,1
11757,8,traps,0.05,146.4,12,goal,1
11758,6,maze,0.05,145.8,14,goal2,1
11759,7,traps,0.05,145.2,16,goal,1
11760,18,key,0.05,163.7,21,goal,1
